Category,Brand,Description,Keyword,UPC,MSRP,Quantity,SKU,Color,Size,StyleNumber,StyleName,ParentCategory,Processed_Description,Category_Encoded,Predicted_Category
Ski Hardgoods - Boots - Men,Head - Tyrolia,Head - Edge Lyt 90 Ski Boots - Black/Green - 26.5 ,Head - Tyrolia,194151609004,349.0,0,EDG222499145,Black/Green,265,609238,EDGE LYT 90   BLACK / GREEN,Ski Hardgoods ,"['head', 'edge', 'lyt', '90', 'ski', 'boots', 'black/green', '26.5']",85,
Accessories - Winter - Goggles,Smith Optics,"Smith - Vogue Goggles - White, Red Sol-X Mirror",Smith Optics,716736539249,50.0,2,VOG25896903S,White || Red Sol-X Mirror,OS,M00759,Vogue,Accessories ,"['smith', 'vogue', 'goggles', 'white', 'red', 'sol-x', 'mirror']",17,Accessories - Winter - Goggles
Accessories - Winter - Apres & Casual Footwear,Line,Line - Bootie 2.0 - Egg Shell - XS,Line,196222156110,129.95,1,LIN22484112S,EGG SHELL,XS,19H8004.1.1.XS,LINE BOOTIE 2.0,Accessories ,"['line', 'bootie', '2.0', 'egg', 'shell', 'xs']",11,
Bikes - Electric - Mountain,TREK,Powerfly 4 US M 29 Living Coral /Solid Charcoal Gen 4,TREK,768682635063,3649.99,0,POW428143944,Living Coral /Solid Charcoal,M 29,2915650,POWERFLY 4 US,Bikes ,"['powerfly', '4', 'us', '29', 'living', 'coral', '/solid', 'charcoal', 'gen', '4']",23,
Accessories - Winter - Bags,Dakine,Poacher 22L Backpack - Blue Graphite,Dakine,194626409863,170.0,0,POA30868683E,Blue Graphite,OS,10003575,POACHER 22L,Accessories ,"['poacher', '22l', 'backpack', 'blue', 'graphite']",12,
Accessories - Winter - Socks,Stance,Stance - Cold Outside Sock - Red - M,Stance,190107446310,16.99,0,COL15954807M,Red,M,A556D20COT,COLD OUTSIDE,Accessories ,"['stance', 'cold', 'outside', 'sock', 'red']",20,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Leather Titan Gore-Tex Mitt - Carbon - L,Dakine,610934364231,80.0,2,LEA30993455L,Carbon,L,10003156,LEATHER TITAN GORE-TEX  MITT,Accessories ,"['dakine', 'leather', 'titan', 'gore-tex', 'mitt', 'carbon', 'l']",16,
Clothing - Winter - Baselayer - Kids,Terramar,Terramar - Free Ride 2.0 2-Piece Set - Speedy Galaxy - 3T ,Terramar,721357389456,35.0,0,TOD25329089T,Speedy Galaxy,3T,W9603,TODDLERS SET,Clothing ,"['terramar', 'free', 'ride', '2.0', '2-piece', 'set', 'speedy', 'galaxy', '3t']",49,Clothing - Winter - Baselayer - Kids
Ski Hardgoods - Poles,Salomon,Arctic Lady Black   100,Salomon,889645653518,40.0,0,ARC18138770,Black,100,L40560300,ARCTIC LADY,Ski Hardgoods ,"['arctic', 'lady', 'black', '100']",87,
Clothing - Winter - Baselayer - Womens,Airblaster,Airblaster - Hoodless Ninja Suit - Teal Camp- W's S,Airblaster,847678191919,130.0,0,AIR38564612S,Teal Camp,S,ABWNJ3_004,WMS HOODLESS NINJA SUIT,Clothing ,"['airblaster', 'hoodless', 'ninja', 'suit', 'teal', 'camp-', 'w', ""'s""]",51,
Ski Hardgoods - Skis - Men,Armada,Arv 96 Joram Roukes 163,Armada,842339153831,600.0,0,ARV194918633,Joram Roukes,163,RA0000224,ARV 96,Ski Hardgoods ,"['arv', '96', 'joram', 'roukes', '163']",90,
Clothing - Winter - Outerwear - Womens,Obermeyer,Obermeyer - Tuscany II Jacket - Floral It - W's 12,Obermeyer,888555545029,259.0,0,TUS255338142,Floral It!,12,11164,Tuscany II Jacket,Clothing ,"['obermeyer', 'tuscany', 'ii', 'jacket', 'floral', 'w', ""'s"", '12']",59,
Accessories - Winter - Helmets,Smith Optics,Smith - Vantage MIPS - Matte Terra - Medium (55-59cm),Smith Optics,716736826424,270.0,2,VAN27806872M,Matte Terra,Medium,E00675,Vantage MIPS,Accessories ,"['smith', 'vantage', 'mips', 'matte', 'terra', 'medium', '55-59cm']",19,Accessories - Winter - Helmets
Clothing - Winter - Baselayer - Womens,Airblaster,Airblaster - Hoodless Ninja Suit - Rose Quartz Daisy - W's XS,Airblaster,847678191957,130.0,0,AIR46473871S, Rose Quartz Daisy,XS,ABWNJ3_004,WMS HOODLESS NINJA SUIT,Clothing ,"['airblaster', 'hoodless', 'ninja', 'suit', 'rose', 'quartz', 'daisy', 'w', ""'s"", 'xs']",51,
Accessories - Winter - Bags,Dakine,Fall Line Ski Roller Bag Begonia 175Cm,Dakine,610934382501,145.0,0,FAL32167441M,Begonia,175CM,10001459,FALL LINE SKI ROLLER BAG,Accessories ,"['fall', 'line', 'ski', 'roller', 'bag', 'begonia', '175cm']",12,
Ski Hardgoods - Poles,Armada,Armada - Triad Poles - Grey - 100cm,Armada,842339168453,39.95,0,TRI16716150,Grey,100,RJ0000078,TRIAD Grey,Ski Hardgoods ,"['armada', 'triad', 'poles', 'grey', '100cm']",87,Ski Hardgoods - Poles
Accessories - Summer - Helmets,Oakley,Oakley - DRT5 Maven Helmet - Matte Black - M,Oakley,193517777678,205.0,0,DRT9687817N,MATTE BLACK,M,FOS900925,DRT5 MAVEN,Accessories ,"['oakley', 'drt5', 'maven', 'helmet', 'matte', 'black']",5,
Accessories - Winter - Apres & Casual Footwear,Vans,U Standard Mid Mte  Canteenblack 12,Vans,192361766838,129.95,0,UST291396452,Canteen/Black,12,VN0A54FU0CP,U STANDARD MID MTE,Accessories ,"['u', 'standard', 'mid', 'mte', 'canteenblack', '12']",11,
Snowboard Hardgoods - Accessories/Parts,Dakine,Dakine - High Octane Rub On Wax - 50G - Assorted,Dakine,194626417080,18.0,6,HIG26460475D,Assorted,OS,10003659,HIGH OCTANE RUB ON WAX (50G),Snowboard Hardgoods ,"['dakine', 'high', 'octane', 'rub', 'wax', '50g', 'assorted']",92,
Ski Hardgoods - Skis - Men,Saloman,Salomon - Ski N QST 98 - Reff/Flame - 176,Saloman,195751309677,649.95,1,QST482742816,Reef Waters / Flame Orange / Royal Purple,176,L47232300+,QST 98,Ski Hardgoods ,"['salomon', 'ski', 'n', 'qst', '98', 'reff/flame', '176']",90,
Accessories - Winter - Socks,Stance,Stance - Boyd Snow Sock - Heather Grey - Youth L,Stance,190107475730,19.98,1,BOY20456921L,Heathergrey,L,K758C21BOY,BOYD SNOW,Accessories ,"['stance', 'boyd', 'snow', 'sock', 'heather', 'grey', 'youth', 'l']",20,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Storm Liner - Shadow - Youth - K/X,Dakine,610934300987,16.0,1,YOU23929740X,Shadow,K/X,10002549,YOUTH STORM LINER,Accessories ,"['dakine', 'storm', 'liner', 'shadow', 'youth', 'k/x']",16,
X-Country Hardgoods - Boots,Alpina,Alpina BC 1550 XC Boot - Black/Silver - Size 46,Alpina,3838512978343,159.0,0,BC1193050576,Black/Silver,46,52531,BC 1550,Cross Country,"['alpina', 'bc', '1550', 'xc', 'boot', 'black/silver', 'size', '46']",106,
Clothing - Shoes - Mountain - Womens,FIVE TEN,Five Ten - Freerider Pro  Flat Shoe - Acid Mint/Hazy Emerald - W's 6,FIVE TEN,194812921278,150.0,0,FRE39756286,Acid Mint/Hazy Emerald,6,FZ3293,FREERIDER PRO PRIMEBLUE W,Clothing ,"['five', 'ten', 'freerider', 'pro', 'flat', 'shoe', 'acid', 'mint/hazy', 'emerald', 'w', ""'s"", '6']",40,
Clothing - Winter - Outerwear - Kids,Airblaster,Airblaster Freedom Suit - He Teal/Dk Lavender - Youth M,Airblaster,847678144939,169.95,0,YOU33429627M,He Teal/Dk Lavender,M,AB21KS1_130,YOUTH FREEDOM SUIT,Clothing ,"['airblaster', 'freedom', 'suit', 'teal/dk', 'lavender', 'youth']",54,
Snowboard Hardgoods - Bindings - Women,Burton,Burton - Scribe Snowboard Bindings - Black - W's M,Burton,190450690651,229.95,0,SCR12423250M,Black,M,105521,Scribe,Snowboard Hardgoods ,"['burton', 'scribe', 'snowboard', 'bindings', 'black', 'w', ""'s""]",96,Accessories - Winter - Gloves & Mittens
Clothing - Winter - Baselayer - Mens,Burton,Men's Lightweight X Base Layer Pant True Black S,Burton,193177006316,54.95,0,MEN39151955S,True Black,S,221791,Men's Lightweight X Base Layer Pant,Clothing ,"['men', ""'s"", 'lightweight', 'x', 'base', 'layer', 'pant', 'true', 'black']",50,
Accessories - Summer - Clothing - Shoes - Street,Vans,Vans - BMX Sk8-Hi Shoes - Black/Grey/White - M's 8,Vans,195437384936,85.0,0,MBM279391908,(9Bg) Black/Gray/White,8,VN0A5JIQ9BG,M BMX SK8-HI,Accessories ,"['vans', 'bmx', 'sk8-hi', 'shoes', 'black/grey/white', ""'s"", '8']",3,
Accessories - Winter - Socks,Stance,Stance - Grinch Sweater Sock - Canvas - L,Stance,190107445658,16.99,0,GRI20610195L,Canvas,L,A545D20GRI,GRINCH SWEATER,Accessories ,"['stance', 'grinch', 'sweater', 'sock', 'canvas', 'l']",20,
Clothing - Winter - Outerwear - Mens,Burton,Burton - Covert Jacket - True Black/PJ Print - M's M,Burton,193177319058,219.95,0,MEN33886683M,True Black / Pj Print,M,130651,Men's Covert Jacket,Clothing ,"['burton', 'covert', 'jacket', 'true', 'black/pj', 'print', ""'s""]",55,
Clothing - Winter - Outerwear - Mens,Burton,Burton - Crown Weatherproof Pullover Fleece - Martini Olive/Terra Camo - M's XL,Burton,193177282215,89.95,0,MEN58534933L,Martini Olive Terra Camo,XL,220241,Men's Crown Weatherproof Pullover Fleece,Clothing ,"['burton', 'crown', 'weatherproof', 'pullover', 'fleece', 'martini', 'olive/terra', 'camo', ""'s"", 'xl']",55,Accessories - Winter - Gloves & Mittens
Ski Hardgoods - Boots - Men,Salomon,Salomon - X Access R80 Wide Black Race Blue White 13-14-,Salomon,193128302009,0.0,1,XAC367938474,Black,13-/14-,L41178200,X ACCESS R80 wide,Ski Hardgoods ,"['salomon', 'x', 'access', 'r80', 'wide', 'black', 'race', 'blue', 'white', '13-14-']",85,
Snowboard Hardgoods - Boots - Men,Thirty Two,Thirty Two - Lashed Santa Cruz Snowboard Boots - Grey/Black - M's 12,Thirty Two,194691364340,309.95,0,LAS288642272,GREY/BLACK,12,8107000106,LASHED SANTA CRUZ '22,Snowboard Hardgoods ,"['thirty', 'two', 'lashed', 'santa', 'cruz', 'snowboard', 'boots', 'grey/black', ""'s"", '12']",103,
Accessories - Winter - Gloves & Mittens,Dakine,Fillmore Mitt - Cascade Camo - L,Dakine,194626403243,55.0,0,FIL24163859L,Cascade Camo,L,10003140,FILLMORE MITT,Accessories ,"['fillmore', 'mitt', 'cascade', 'camo', 'l']",16,
X-Country Hardgoods - Boots,Fischer,Fischer - OTX Adventure XC Boots - Black - 41,Fischer,9002972600791,189.0,1,OTX196594001,Black,41,S35021,OTX ADVENTURE,Cross Country,"['fischer', 'otx', 'adventure', 'xc', 'boots', 'black', '41']",106,
Ski Hardgoods - Bindings - Alpine,Salomon,N Warden Mnc 11 Fig   L100,Salomon,889645675381,240.0,0,NWA199051440,Fig,L100,L4050770020,N WARDEN MNC 11,Ski Hardgoods ,"['n', 'warden', 'mnc', '11', 'fig', 'l100']",82,
Accessories - Winter - Socks,Stance,Stance - Perry The Penguin Sock - Black - Kids M,Stance,190107432207,12.99,0,PER25855832M,Black,M,K545D20PER,PERRY THE PENGUIN KIDS,Accessories ,"['stance', 'perry', 'penguin', 'sock', 'black', 'kids']",20,
Clothing - Winter - Outerwear - Mens,Obermeyer,Obermeyer - Keystone Pant - Black - M - Shrt,Obermeyer,888555573329,109.5,1,KEY19705033S,Black,MS,25102,Keystone Pant,Clothing ,"['obermeyer', 'keystone', 'pant', 'black', 'shrt']",55,Clothing - Winter - Outerwear - Mens
Parts,FIVE TEN,Sleuth Cblackcblackgumm2 12,FIVE TEN,193101306741,80.0,0,SLE256366892,"Cblack,Cblack,Gumm2",12,EE8893,SLEUTH,Parts,"['sleuth', 'cblackcblackgumm2', '12']",78,
Snowboard Hardgoods - Boards - Men,Yes.,Yes - Typo Snowboard - Makoto Black - M's 155,Yes.,7640414096058,449.95,0,TYP181565945,Makoto Black,155,Y.21.SNM,TYPO,Snowboard Hardgoods ,"['yes', 'typo', 'snowboard', 'makoto', 'black', ""'s"", '155']",99,
Bikes - Mountain - Hardtail,TREK,Marlin 7 M 29 Galactic Grey Gen 3,TREK,601842864005,999.99,0,MAR261950353,Galactic Grey,M 29,2021600,MARLIN 7,Bikes ,"['marlin', '7', '29', 'galactic', 'grey', 'gen', '3']",26,
Clothing - Winter - Outerwear - Kids,Quiksilver,Quiksilver - Youth Mash Up Bib - True Black - S/10,Quiksilver,197095017522,164.95,1,YOU413779870,True Black,S/10,EQBTP03049-KVJ0,MASH UP YOUTH SNPT KVJ0,Clothing ,"['quiksilver', 'youth', 'mash', 'bib', 'true', 'black', 's/10']",54,Clothing - Winter - Outerwear - Kids
"Accessories - Winter - Hats, Hoods, Collars",Burton,Burton - Kactusbunch Beanie - True Black,Burton,889049878913,19.95,0,KAC29641425Z,True Black,1SZ,101581,Kactusbunch Beanie,Accessories ,"['burton', 'kactusbunch', 'beanie', 'true', 'black']",18,
"Accessories - Winter - Hats, Hoods, Collars",Burton,Burton - Kactusbunch Beanie - Potent Pink,Burton,193177286589,19.95,0,KAC30372691Z,Potent Pink,1SZ,101581,Kactusbunch Beanie,Accessories ,"['burton', 'kactusbunch', 'beanie', 'potent', 'pink']",18,
Clothing - Shoes - Street and Casual,Salomon,Salomon - Sense Ride 4 Shoe - Wine Tasting - W's 7,Salomon,193128528478,120.0,1,SEN184684937,Winetasting,7,L41305300,SENSE RIDE 4 W,Clothing ,"['salomon', 'sense', 'ride', '4', 'shoe', 'wine', 'tasting', 'w', ""'s"", '7']",41,
Accessories - Summer - Hydration Packs/Bladders/filters,DAKINE,Dakine - Hot Laps Waist Bag - Deep Lake - 1L - OS,DAKINE,194626485317,45.0,1,HOT19525915S,DEEP LAKE,1L,10003405,HOT LAPS 1L,Accessories ,"['dakine', 'hot', 'laps', 'waist', 'bag', 'deep', 'lake', '1l', 'os']",6,
Clothing - Winter - Street Wear - Mens,Line Skis,Stencil Hoodie Black M,Line Skis,886745903925,49.95,0,STE19556564M,Black,M,A20010060,STENCIL HOODIE,Clothing ,"['stencil', 'hoodie', 'black']",65,
Clothing - Winter - Outerwear - Mens,Armada,Armada - Sumpter Bib - Indigo - M's L,Armada,842339178759,199.95,0,SUM17361688L,Indigo,L,R00444,Sumpter Bib,Clothing ,"['armada', 'sumpter', 'bib', 'indigo', ""'s"", 'l']",55,
X-Country Hardgoods - Boots,Salomon,Salomon - Vitane Plus Prolink - 6,Salomon,195751321525,169.99,0,VIT201383575,Black,6,5302532881,Vitane plus,Cross Country,"['salomon', 'vitane', 'plus', 'prolink', '6']",106,
Accessories - Winter - Socks,Burton,Burton - Performance Midweight Sock - Sea Monster - Kids S/M,Burton,193177317184,19.95,0,KID4069383M,Sea Monster,S\M,100741,Kids' Performance Midweight Sock,Accessories ,"['burton', 'performance', 'midweight', 'sock', 'sea', 'monster', 'kids', 's/m']",20,
Accessories - Summer - Hydration Packs/Bladders/filters,DAKINE,3L VERTICAL RESERVOIR 2.0 ASSORTED OS,DAKINE,194626520575,55.0,0,3LV31590908S,ASSORTED,OS,10004061,3L VERTICAL RESERVOIR 2.0,Accessories ,"['3l', 'vertical', 'reservoir', '2.0', 'assorted', 'os']",6,Clothing - Winter - Baselayer - Womens
Clothing - Winter - Outerwear - Mens,Airblaster,Airblaster - Guide Shell - Shark - XL,Airblaster,847678205319,260.0,0,GUI15207682L,SHA,XL,AB24MJ1_227,GUIDE SHELL,Clothing ,"['airblaster', 'guide', 'shell', 'shark', 'xl']",55,Clothing - Winter - Outerwear - Kids
Clothing - Shoes - Mountain - Mens,FIVE TEN,Five Ten - Hellcat Pro Clipless Shoe - Black/Red - M's 10.5,FIVE TEN,194814195035,180.0,1,HEL272740340,"Red,Cblack,Cblack",10-,FW3752,HELLCAT PRO,Clothing ,"['five', 'ten', 'hellcat', 'pro', 'clipless', 'shoe', 'black/red', ""'s"", '10.5']",39,Accessories - Winter - Gloves & Mittens
Accessories - Winter - Socks,Stance,Stance - Mr Grinch Sock - Black - M,Stance,190107355179,16.99,0,MRG14903589M,Black,M,A545D19MRG,MR GRINCH,Accessories ,"['stance', 'mr', 'grinch', 'sock', 'black']",20,
Snowboard Hardgoods - Boots - Women,Burton,Burton - Felix BOA Snowboard Boot - Black - W's 6 ,Burton,190450210187,349.95,0,FEL156189910,Black,6.0,131791,Felix BOA®,Snowboard Hardgoods ,"['burton', 'felix', 'boa', 'snowboard', 'boot', 'black', 'w', ""'s"", '6']",104,
Accessories - Winter - Socks,Stance,Stance - Wiggles Socks - Black - L,Stance,190107520829,19.9899,2,WIG14512891L,BLACK,L,A545D22WIG,WIGGLES,Accessories ,"['stance', 'wiggles', 'socks', 'black', 'l']",20,Accessories - Winter - Socks
Clothing - Winter - Baselayer - Womens,Airblaster,Airblaster - Hoodless Ninja Suit - Rusty Daisy - W's M,Airblaster,847678217121,140.0,0,WOM27448740M,RSD,M,AB24WNJ3_004,WOMEN'S HOODLESS NINJA SUIT,Clothing ,"['airblaster', 'hoodless', 'ninja', 'suit', 'rusty', 'daisy', 'w', ""'s""]",51,Accessories - Winter - Gloves & Mittens
Accessories - Winter - Gloves & Mittens,Dakine,Tracker Glove - Kids' - Cascade Camo - Kx,Dakine,194626405797,34.0,0,TRA29295486X,Cascade Camo,K/X,10003189,TRACKER GLOVE,Accessories ,"['tracker', 'glove', 'kids', 'cascade', 'camo', 'kx']",16,Accessories - Winter - Gloves & Mittens
Accessories - Winter - Socks,Stance,Stance - 3D Grinch Sock - Green - Youth M,Stance,190107449458,14.99,0,3DG1870735M,Green,M,K545D20GRI,3D GRINCH KIDS,Accessories ,"['stance', '3d', 'grinch', 'sock', 'green', 'youth']",20,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Tracker Mitt T2 - Crafty Black - K/M,Dakine,194626504612,40.0,2,DAK32474525M,CRAFTYBLACK,KM,10003190,DAKINE TRACKER MITT T2,Accessories ,"['dakine', 'tracker', 'mitt', 't2', 'crafty', 'black', 'k/m']",16,
Clothing - Shoes - Mountain - Mens,FIVE TEN,Five Ten - Kestrel Pro Boa Clipless Shoe - Black/Red/Grey - M's 9.5,FIVE TEN,191529201761,200.0,2,510322267279,Black/Red/Grey,9.5,BC0635,5.10 KESTREL PRO BOA,Clothing ,"['five', 'ten', 'kestrel', 'pro', 'boa', 'clipless', 'shoe', 'black/red/grey', ""'s"", '9.5']",39,
Accessories - Winter - Gloves & Mittens,Dakine,Leather Titan Gore-Tex  Mitt Black S,Dakine,610934364248,80.0,0,LEA29886831S,Black,S,10003156,LEATHER TITAN GORE-TEX  MITT,Accessories ,"['leather', 'titan', 'gore-tex', 'mitt', 'black']",16,
Clothing - Winter - Outerwear - Mens,Armada,Gateway Pant Camo Small,Armada,842339159093,149.9499,0,GAT20716749L,Camo,Small,R00372020,Gateway Pant,Clothing ,"['gateway', 'pant', 'camo', 'small']",55,
Accessories - Winter - Baselayers - Kids,Terramar,Terramar - K PANT FROSTED MOUNTAIN S,Terramar,721357485103,35.0,2,TER29730060S,FROSTED MOUNTAIN,S,W7539,K PANT,Accessories ,"['terramar', 'k', 'pant', 'frosted', 'mountain']",14,
Clothing - Winter - Outerwear - Mens - Jackets,Airblaster,Airblaster - Trenchover Jacket - BLB - M,Airblaster,847678204213,260.0,0,TRE20948243M,BLB,M,AB24MJ1_023,TRENCHOVER JACKET,Clothing ,"['airblaster', 'trenchover', 'jacket', 'blb']",57,Clothing - Winter - Outerwear - Kids
Snowboard Hardgoods - Boots - Women,Vans,Vans - Encore OG Snowboard Boots - Black/White - W's 5,Vans,194903151621,229.95,0,WEN235869775,(0Bn) Black/White,5,VN0A3TFP0BN,W ENCORE OG,Snowboard Hardgoods ,"['vans', 'encore', 'og', 'snowboard', 'boots', 'black/white', 'w', ""'s"", '5']",104,
X-Country Hardgoods - Boots,Fischer,Otx Trail Black 40,Fischer,9002972601057,159.0,0,OTX156904620,Black,40,S35421,OTX TRAIL,Cross Country,"['otx', 'trail', 'black', '40']",106,
Accessories - Winter - Gloves & Mittens,Dakine,Team Baron Trigger Mitt Sammy Carlson Xl,Dakine,610934366976,105.0,0,TEA34311982L,Sammy Carlson,XL,10003180,TEAM BARON TRIGGER MITT,Accessories ,"['team', 'baron', 'trigger', 'mitt', 'sammy', 'carlson', 'xl']",16,
"Accessories - Winter - Hats, Hoods, Collars",Burton,Burton - All Day Long Beanie - Limeade - OSFA ,Burton,193177017213,16.95,0,ALL32245840L,Limeade,1SZ FITALL,104401,All Day Long Beanie,Accessories ,"['burton', 'day', 'long', 'beanie', 'limeade', 'osfa']",18,
Accessories - Winter - Apres & Casual Footwear,Vans,U Snow Lodge Slipper Mte  Blackwhite 11,Vans,192361761932,79.95,0,USN329008151,Black/White,11,VN0A54FPY28,U SNOW LODGE SLIPPER MTE,Accessories ,"['u', 'snow', 'lodge', 'slipper', 'mte', 'blackwhite', '11']",11,
Clothing - Winter - Outerwear - Womens,Obermeyer,Keystone Pant Black 8S,Obermeyer,888555572698,109.5,0,KEY19303913S,Black,8S,15111,Keystone Pant,Clothing ,"['keystone', 'pant', 'black', '8s']",59,
Clothing - Winter - Outerwear - Mens,Armada,Armada - Bergs Insulated Jacket - Camo - M's M,Armada,842339160907,229.95,0,BER30610666M,Camo,Medium,R00368010,Bergs Insulated Jacket,Clothing ,"['armada', 'bergs', 'insulated', 'jacket', 'camo', ""'s""]",55,
Clothing - Winter - Outerwear - Kids,Quiksilver,Quiksilver - Youth Estate Snowpant - Laurel Wreath - XS/8,Quiksilver,197095015023,109.95,0,YOU442724018,Laurel Wreath,XS/8,EQBTP03051-GNB0,ESTATE YTH PT SNPT GNB0,Clothing ,"['quiksilver', 'youth', 'estate', 'snowpant', 'laurel', 'wreath', 'xs/8']",54,
Clothing - Shoes - Mountain - Womens,FIVE TEN,Five Ten - Hellcat Pro Clipless Shoe - Black Crystal/White - W's 9,FIVE TEN,194813245571,180.0,1,HEL303652199,Black/White/Grey,9,FW4204,HELLCAT PRO W,Clothing ,"['five', 'ten', 'hellcat', 'pro', 'clipless', 'shoe', 'black', 'crystal/white', 'w', ""'s"", '9']",40,
Accessories - Winter - Gloves & Mittens,Burton,Burton - Deluxe Goretex Glove - Ponderosa Pine - W's L,Burton,193177013475,84.95,0,WOM38920833L,Ponderosa Pine,L,190501,Women's Deluxe GORE‑TEX Glove,Accessories ,"['burton', 'deluxe', 'goretex', 'glove', 'ponderosa', 'pine', 'w', ""'s"", 'l']",16,
Clothing - Winter - Outerwear - Mens,Burton,Burton - Goretex Ballast Pant - Bog Heather - M's L,Burton,190450988208,209.95,0,MEN33385694L,Bog Heather,L,149911,Men's GORE‑TEX Ballast Pant,Clothing ,"['burton', 'goretex', 'ballast', 'pant', 'bog', 'heather', ""'s"", 'l']",55,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Leather Sequioa Gore-Tex Mitt - Poppy/Iceberg - S,Dakine,194626499741,100.0,3,DAK49428246S,POPPY ICEBERGWHITE,S,10003154,DAKINE LEATHER SEQUOIA GORE-TEX MITT,Accessories ,"['dakine', 'leather', 'sequioa', 'gore-tex', 'mitt', 'poppy/iceberg']",16,Accessories - Winter - Gloves & Mittens
Accessories - Summer - Clothing - Gloves ,Dakine,Dakine - Cross-X Bike Glove - Black/Tan -  M,Dakine,194626399584,36.0,0,CRO20254263M,Black / Tan,M,10003478,CROSS-X GLOVE,Accessories ,"['dakine', 'cross-x', 'bike', 'glove', 'black/tan']",2,
Clothing - Pants,Oakley,Oakley - Factory Pilot RC SHORT - Hunter Green (Helmet) - 33,Oakley,193517716707,110.0,1,FAC381730723,Hunter Green (Helmet),33,FOA404420,Factory Pilot RC SHORT,Clothing ,"['oakley', 'factory', 'pilot', 'rc', 'short', 'hunter', 'green', 'helmet', '33']",33,
Clothing - Jackets & Vests,Oakley,Oakley - ELEMENTS SHELL JACKET - Blackout - S,Oakley,193517575717,130.0,0,ELE28157232S,Blackout,S,FOA404017,ELEMENTS SHELL JACKET,Clothing ,"['oakley', 'elements', 'shell', 'jacket', 'blackout']",30,
"Accessories - Winter - Hats, Hoods, Collars",Airblaster,Airblaster - Quick Strike Cap - Grizzly - OSFA,Airblaster,847678218067,55.0,0,QUI19108736S,GRZ,OS,AB24CAP_12,QUICK STRIKE CAP,Accessories ,"['airblaster', 'quick', 'strike', 'cap', 'grizzly', 'osfa']",18,
Clothing - Winter - Outerwear - Kids,Quiksilver,Quiksilver - Ambition Youth Jacket - Pureed Pumpkin - JR Small,Quiksilver,194476021970,159.94,0,AMB319936130,Pureed Pumpkin,Small/10,EQBTJ03113,AMBITION YOUTH JK,Clothing ,"['quiksilver', 'ambition', 'youth', 'jacket', 'pureed', 'pumpkin', 'jr', 'small']",54,
